Key SUBDESC:PERMITFLAG value: ('Duplex', 'YYYY'),  mean time (days): 292.127329193,  stddev (days): 245.602493845, number of entries: 322
Key SUBDESC:PERMITFLAG value: ('Church', 'YYYY'),  mean time (days): 413.153846154,  stddev (days): 374.44060301, number of entries: 39
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YNNN'),  mean time (days): 89.2276467361,  stddev (days): 162.339280525, number of entries: 1823
Key SUBDESC:PERMITFLAG value: ('Store', 'YNNY'),  mean time (days): 64.1666666667,  stddev (days): 40.8872433244, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'YYNN'),  mean time (days): 27.8333333333,  stddev (days): 35.650619443, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Condo', 'YYYY'),  mean time (days): 405.484536082,  stddev (days): 425.961736913, number of entries: 194
Key SUBDESC:PERMITFLAG value: ('Store', 'YNNN'),  mean time (days): 106.576923077,  stddev (days): 167.720046047, number of entries: 26
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YNNY'),  mean time (days): 156.0,  stddev (days): 100.153631986, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YYYY'),  mean time (days): 403.113553114,  stddev (days): 239.179567971, number of entries: 273
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NNYY'),  mean time (days): 47.0,  stddev (days): 7.07106781187, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YNYN'),  mean time (days): 196.285714286,  stddev (days): 14.3841844366, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NNNY'),  mean time (days): 53.3362445415,  stddev (days): 81.8360338954, number of entries: 229
Key SUBDESC:PERMITFLAG value: ('Health Club', 'NYNN'),  mean time (days): 92.7619047619,  stddev (days): 197.334463478, number of entries: 21
Key SUBDESC:PERMITFLAG value: ('Office', 'YYNN'),  mean time (days): 144.3375,  stddev (days): 245.86210727, number of entries: 80
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'YYNN'),  mean time (days): 109.25,  stddev (days): 76.2512294983, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'NNNN'),  mean time (days): 659.5,  stddev (days): 122.750424303, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'NNNN'),  mean time (days): 357.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'NYYY'),  mean time (days): 113.574193548,  stddev (days): 126.750596115, number of entries: 155
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'YNYN'),  mean time (days): 20.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Retail', 'YNNY'),  mean time (days): 131.275438596,  stddev (days): 195.61578566, number of entries: 570
Key SUBDESC:PERMITFLAG value: ('Retail', 'NYNN'),  mean time (days): 91.3228346457,  stddev (days): 164.85334225, number of entries: 381
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YNNY'),  mean time (days): 426.416666667,  stddev (days): 643.339364472, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Auditorium', 'YNYY'),  mean time (days): 105.0,  stddev (days): 69.2964645563, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'NNYN'),  mean time (days): 136.714285714,  stddev (days): 196.173999539, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Office', 'YYYN'),  mean time (days): 136.0,  stddev (days): 153.935144043, number of entries: 71
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'YNNN'),  mean time (days): 116.98680436,  stddev (days): 172.429487238, number of entries: 1743
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'NYNN'),  mean time (days): 33.5115151515,  stddev (days): 48.2838510035, number of entries: 825
Key SUBDESC:PERMITFLAG value: ('Theater', 'YYYY'),  mean time (days): 663.0,  stddev (days): 548.714862201, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'NNNN'),  mean time (days): 147.125748503,  stddev (days): 419.566381046, number of entries: 334
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'NYNN'),  mean time (days): 192.354166667,  stddev (days): 228.771510053, number of entries: 48
Key SUBDESC:PERMITFLAG value: ('Office', 'NNNN'),  mean time (days): 337.757188498,  stddev (days): 877.855252704, number of entries: 313
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YYNN'),  mean time (days): 190.655172414,  stddev (days): 149.627698892, number of entries: 29
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YYYN'),  mean time (days): 320.909090909,  stddev (days): 357.879436276, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NNNY'),  mean time (days): 123.626865672,  stddev (days): 149.211141413, number of entries: 67
Key SUBDESC:PERMITFLAG value: ('', 'NNNY'),  mean time (days): 10351.5,  stddev (days): 3561.69685684, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'NYNN'),  mean time (days): 137.786885246,  stddev (days): 353.466081105, number of entries: 61
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'NYNN'),  mean time (days): 81.2682926829,  stddev (days): 150.963003299, number of entries: 82
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'YNNN'),  mean time (days): 262.789473684,  stddev (days): 859.603046563, number of entries: 19
Key SUBDESC:PERMITFLAG value: ('Store', 'YYYN'),  mean time (days): 503.75,  stddev (days): 439.333870763, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'NYNN'),  mean time (days): 16.0,  stddev (days): 1.41421356237, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Duplex', 'YYNY'),  mean time (days): 154.078947368,  stddev (days): 158.944046177, number of entries: 38
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'YYYY'),  mean time (days): 180.2,  stddev (days): 90.5715187021, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Church', 'YYNY'),  mean time (days): 254.714285714,  stddev (days): 235.813990457, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Duplex', 'NYYY'),  mean time (days): 108.673469388,  stddev (days): 127.409835399, number of entries: 49
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YYYY'),  mean time (days): 261.556420233,  stddev (days): 285.063845863, number of entries: 257
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'YYYN'),  mean time (days): 692.8,  stddev (days): 531.0171372, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'NNNY'),  mean time (days): 119.5,  stddev (days): 150.202590463, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'YNNY'),  mean time (days): 284.666666667,  stddev (days): 378.513319889, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Non-Voluntary', 'YNNN'),  mean time (days): 650.973684211,  stddev (days): 737.461514776, number of entries: 38
Key SUBDESC:PERMITFLAG value: ('Information Only', 'NNNN'),  mean time (days): 0.0,  stddev (days): 0.0, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'NNNY'),  mean time (days): 48.115942029,  stddev (days): 61.9842333444, number of entries: 69
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NYYN'),  mean time (days): 105.2,  stddev (days): 143.356490377, number of entries: 25
Key SUBDESC:PERMITFLAG value: ('Multiple Use', 'YYYY'),  mean time (days): 659.0,  stddev (days): 376.28685866, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YYYY'),  mean time (days): 211.881147541,  stddev (days): 264.310887167, number of entries: 244
Key SUBDESC:PERMITFLAG value: ('Church', 'NNYN'),  mean time (days): 266.0625,  stddev (days): 496.37827897, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Bowling Alley', 'YYYN'),  mean time (days): 246.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YNNN'),  mean time (days): 119.65,  stddev (days): 109.279590717, number of entries: 20
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'YNNN'),  mean time (days): 77.6666666667,  stddev (days): 125.910742796, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YNYN'),  mean time (days): 148.15625,  stddev (days): 173.296149535, number of entries: 32
Key SUBDESC:PERMITFLAG value: ('Apartment', 'NNNN'),  mean time (days): 397.333333333,  stddev (days): 380.108756367, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Office', 'YYYY'),  mean time (days): 156.536308623,  stddev (days): 188.910295486, number of entries: 1322
Key SUBDESC:PERMITFLAG value: ('Bowling Alley', 'YNNY'),  mean time (days): 435.5,  stddev (days): 154.85638508, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Condo', 'NNNY'),  mean time (days): 37.6795774648,  stddev (days): 102.552061097, number of entries: 284
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'NYNN'),  mean time (days): 82.9866071429,  stddev (days): 158.98609466, number of entries: 224
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NNYN'),  mean time (days): 54.2247191011,  stddev (days): 86.3924387486, number of entries: 89
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'YNNN'),  mean time (days): 171.513513514,  stddev (days): 240.284047376, number of entries: 37
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YYYY'),  mean time (days): 238.147058824,  stddev (days): 165.460447046, number of entries: 34
Key SUBDESC:PERMITFLAG value: ('Service Station', 'YNYY'),  mean time (days): 220.6,  stddev (days): 132.26980003, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Tilt Up Warehouse', 'NNNY'),  mean time (days): 182.25,  stddev (days): 182.671608814, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Tract Site Work', 'NYNN'),  mean time (days): 331.636363636,  stddev (days): 370.189596913, number of entries: 22
Key SUBDESC:PERMITFLAG value: ('Church', 'NNNY'),  mean time (days): 122.8875,  stddev (days): 165.059252403, number of entries: 80
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'YNNN'),  mean time (days): 70.5,  stddev (days): 96.559135594, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'NYNY'),  mean time (days): 340.5,  stddev (days): 82.7314933988, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YYNN'),  mean time (days): 34.0,  stddev (days): 1.41421356237, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Undefined', 'YNYY'),  mean time (days): 245.318181818,  stddev (days): 243.267320406, number of entries: 22
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'NYNN'),  mean time (days): 99.2203389831,  stddev (days): 199.469301743, number of entries: 59
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'YNNN'),  mean time (days): 143.885964912,  stddev (days): 145.103427182, number of entries: 114
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'NYYN'),  mean time (days): 50.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Tilt Up Office', 'YYYY'),  mean time (days): 211.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'YYNY'),  mean time (days): 337.090909091,  stddev (days): 242.425021211, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'NNNN'),  mean time (days): 374.5,  stddev (days): 253.851334446, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'YNYN'),  mean time (days): 66.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Theater', 'YNNN'),  mean time (days): 220.0,  stddev (days): 445.36090234, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('High Rise', 'NYYN'),  mean time (days): 55.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YNNN'),  mean time (days): 105.817109145,  stddev (days): 170.304154129, number of entries: 339
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'YNNN'),  mean time (days): 106.5,  stddev (days): 95.4594154602, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Duplex', 'YNYY'),  mean time (days): 132.155172414,  stddev (days): 153.193811625, number of entries: 58
Key SUBDESC:PERMITFLAG value: ('', 'YYYY'),  mean time (days): 380.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Multi Family', 'YNNN'),  mean time (days): 1.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NYNY'),  mean time (days): 91.3776387803,  stddev (days): 118.70828845, number of entries: 1279
Key SUBDESC:PERMITFLAG value: ('Church', 'NYNY'),  mean time (days): 508.75,  stddev (days): 292.904279017, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Condo', 'NNNN'),  mean time (days): 322.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('High Rise', 'YNNN'),  mean time (days): 139.625,  stddev (days): 89.2635543929, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YNYN'),  mean time (days): 581.833333333,  stddev (days): 468.986318208, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Service Station', 'YYNN'),  mean time (days): 156.9375,  stddev (days): 216.591002814, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Condo', 'YYNY'),  mean time (days): 275.5625,  stddev (days): 255.388062564, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'YNNY'),  mean time (days): 207.769230769,  stddev (days): 151.122373128, number of entries: 39
Key SUBDESC:PERMITFLAG value: ('Condo', 'NYYY'),  mean time (days): 100.826086957,  stddev (days): 103.72232112, number of entries: 138
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'YYYY'),  mean time (days): 374.5,  stddev (days): 248.598851343, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NYYN'),  mean time (days): 166.162162162,  stddev (days): 211.467296331, number of entries: 37
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NNNY'),  mean time (days): 45.9101226061,  stddev (days): 70.7793300421, number of entries: 19738
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YYYN'),  mean time (days): 114.235294118,  stddev (days): 144.386430029, number of entries: 17
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'NNYN'),  mean time (days): 235.428571429,  stddev (days): 260.475755201, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'YNNY'),  mean time (days): 87.5483870968,  stddev (days): 84.9026260723, number of entries: 31
Key SUBDESC:PERMITFLAG value: ('Bowling Alley', 'NNNY'),  mean time (days): 124.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'NNYY'),  mean time (days): 119.4,  stddev (days): 151.485312819, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YNYY'),  mean time (days): 171.357142857,  stddev (days): 152.270814994, number of entries: 14
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NNYN'),  mean time (days): 131.062893082,  stddev (days): 161.488984832, number of entries: 159
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YYYN'),  mean time (days): 7.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'NNYY'),  mean time (days): 53.0,  stddev (days): 40.5092582011, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Theater', 'YNNY'),  mean time (days): 235.571428571,  stddev (days): 241.144394601, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NNNN'),  mean time (days): 210.1,  stddev (days): 190.33505545, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'NYYY'),  mean time (days): 263.625,  stddev (days): 448.238437027, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YNNN'),  mean time (days): 240.147058824,  stddev (days): 269.29527923, number of entries: 34
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'NYYY'),  mean time (days): 341.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Retail', 'NYNY'),  mean time (days): 144.6875,  stddev (days): 154.822986853, number of entries: 32
Key SUBDESC:PERMITFLAG value: ('Undefined', 'NNNN'),  mean time (days): 391.333333333,  stddev (days): 701.282863588, number of entries: 57
Key SUBDESC:PERMITFLAG value: ('Duplex', 'NNYN'),  mean time (days): 31.094488189,  stddev (days): 34.9894390123, number of entries: 127
Key SUBDESC:PERMITFLAG value: ('Tilt Up Warehouse', 'YYNN'),  mean time (days): 61.0,  stddev (days): 31.1126983722, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'YNYY'),  mean time (days): 133.636363636,  stddev (days): 227.72802758, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YYNY'),  mean time (days): 402.658227848,  stddev (days): 207.714108633, number of entries: 79
Key SUBDESC:PERMITFLAG value: ('Church', 'NYNN'),  mean time (days): 111.816326531,  stddev (days): 232.508035118, number of entries: 49
Key SUBDESC:PERMITFLAG value: ('2nd Unit Added', 'YYYY'),  mean time (days): 429.402061856,  stddev (days): 454.099077382, number of entries: 97
Key SUBDESC:PERMITFLAG value: ('Office', 'NYNN'),  mean time (days): 74.5756880734,  stddev (days): 116.149472686, number of entries: 436
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'YNNN'),  mean time (days): 74.6193181818,  stddev (days): 68.9644140943, number of entries: 880
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'NNNY'),  mean time (days): 314.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('High Rise', 'YYYY'),  mean time (days): 168.37037037,  stddev (days): 129.448875607, number of entries: 27
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'NYNY'),  mean time (days): 72.2222222222,  stddev (days): 96.1883280052, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Single Family', 'YNNN'),  mean time (days): 31.4300190827,  stddev (days): 80.6502836587, number of entries: 30394
Key SUBDESC:PERMITFLAG value: ('Retail', 'YYYN'),  mean time (days): 311.102272727,  stddev (days): 400.800378547, number of entries: 88
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'NYNY'),  mean time (days): 610.0,  stddev (days): 830.143361113, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'NNNY'),  mean time (days): 75.134502924,  stddev (days): 81.2779245198, number of entries: 513
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'YNYY'),  mean time (days): 157.054216867,  stddev (days): 165.6881742, number of entries: 332
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'NYYN'),  mean time (days): 171.5,  stddev (days): 4.94974746831, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Medical/Dental Clinic', 'YYYN'),  mean time (days): 160.04,  stddev (days): 135.181507611, number of entries: 25
Key SUBDESC:PERMITFLAG value: ('Voluntary', 'YNNN'),  mean time (days): 69.875,  stddev (days): 162.122914129, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('Survey', 'NYNY'),  mean time (days): 88.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'NNNN'),  mean time (days): 388.72972973,  stddev (days): 240.243932592, number of entries: 37
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YNNN'),  mean time (days): 127.717948718,  stddev (days): 130.996574627, number of entries: 39
Key SUBDESC:PERMITFLAG value: ('Cafeteria', 'YYYN'),  mean time (days): 63.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NNNN'),  mean time (days): -9.0,  stddev (days): 151.256404823, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Mixed Use', 'NNYN'),  mean time (days): 248.5,  stddev (days): 424.870764665, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'YYYY'),  mean time (days): 238.2,  stddev (days): 199.137389759, number of entries: 5
Key SUBDESC:PERMITFLAG value: ('Online Permits', 'NNYN'),  mean time (days): 54.2,  stddev (days): 62.6998139285, number of entries: 115
Key SUBDESC:PERMITFLAG value: ('Assembly', 'YNNY'),  mean time (days): 251.818181818,  stddev (days): 322.131980696, number of entries: 22
Key SUBDESC:PERMITFLAG value: ('Health Club', 'YYNY'),  mean time (days): 319.5,  stddev (days): 434.239450073, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Bank', 'YYNY'),  mean time (days): 201.25,  stddev (days): 112.591814386, number of entries: 4
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'YYYN'),  mean time (days): 55.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'NYNY'),  mean time (days): 68.2631578947,  stddev (days): 48.7850638632, number of entries: 19
Key SUBDESC:PERMITFLAG value: ('Bank', 'NYYY'),  mean time (days): 68.3333333333,  stddev (days): 10.0166528009, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Office', 'NYNY'),  mean time (days): 150.647058824,  stddev (days): 134.890205897, number of entries: 17
Key SUBDESC:PERMITFLAG value: ('Residential Care', 'NNYY'),  mean time (days): 34.6666666667,  stddev (days): 27.8741761667, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'YNYN'),  mean time (days): 142.111111111,  stddev (days): 140.076268908, number of entries: 9
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'YNYY'),  mean time (days): 278.666666667,  stddev (days): 160.2131913, number of entries: 6
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'NYYY'),  mean time (days): 134.0,  stddev (days): 115.58114033, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Store', 'YYNY'),  mean time (days): 115.0,  stddev (days): 59.6322060635, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Bank', 'YNNN'),  mean time (days): 86.71875,  stddev (days): 66.5001417232, number of entries: 64
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'NNYY'),  mean time (days): 66.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Temporary Use', 'YYNY'),  mean time (days): 271.7,  stddev (days): 493.217565245, number of entries: 10
Key SUBDESC:PERMITFLAG value: ('Warehouse/Storage', 'YNYY'),  mean time (days): 131.27027027,  stddev (days): 114.99080336, number of entries: 74
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'NNNN'),  mean time (days): 665.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Store', 'NYNN'),  mean time (days): 125.363636364,  stddev (days): 106.036100199, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Lodge/Summer Camp', 'NYNN'),  mean time (days): 75.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Repair Garage', 'YNYY'),  mean time (days): 240.7,  stddev (days): 260.820991244, number of entries: 20
Key SUBDESC:PERMITFLAG value: ('Condo', 'NNYN'),  mean time (days): 42.5523809524,  stddev (days): 83.9436449091, number of entries: 210
Key SUBDESC:PERMITFLAG value: ('Antenna/Cell Site', 'YNYY'),  mean time (days): 223.4375,  stddev (days): 148.207947943, number of entries: 16
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NYYY'),  mean time (days): 101.170196479,  stddev (days): 135.693736282, number of entries: 3919
Key SUBDESC:PERMITFLAG value: ('Hotel/Motel', 'YYYY'),  mean time (days): 383.882352941,  stddev (days): 244.080386951, number of entries: 17
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'YNNY'),  mean time (days): 142.857142857,  stddev (days): 95.36146771, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'YNNN'),  mean time (days): 125.634735202,  stddev (days): 141.711720624, number of entries: 1284
Key SUBDESC:PERMITFLAG value: ('Apartment', 'YNYN'),  mean time (days): 94.652173913,  stddev (days): 50.9158027761, number of entries: 23
Key SUBDESC:PERMITFLAG value: ('Apt/Condo/Townhouse', 'YYNY'),  mean time (days): 330.639344262,  stddev (days): 262.767897125, number of entries: 61
Key SUBDESC:PERMITFLAG value: ('Survey', 'YNNN'),  mean time (days): 215.147058824,  stddev (days): 529.037670215, number of entries: 34
Key SUBDESC:PERMITFLAG value: ('Single Family', 'NNYN'),  mean time (days): 34.9026039905,  stddev (days): 60.6538028354, number of entries: 5914
Key SUBDESC:PERMITFLAG value: ('Open Public Parking Garage', 'NNYN'),  mean time (days): 12.0,  stddev (days): 13.0, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'YYNY'),  mean time (days): 22.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('High Rise', 'YNYY'),  mean time (days): 98.1818181818,  stddev (days): 63.6377532316, number of entries: 11
Key SUBDESC:PERMITFLAG value: ('Agricultural Building', 'YNNY'),  mean time (days): 16.5,  stddev (days): 12.0208152802, number of entries: 2
Key SUBDESC:PERMITFLAG value: ('Apartment/Condo', 'NYYY'),  mean time (days): 188.068493151,  stddev (days): 291.935130198, number of entries: 73
Key SUBDESC:PERMITFLAG value: ('Townhouse', 'NNNN'),  mean time (days): 535.777777778,  stddev (days): 188.248676231, number of entries: 27
Key SUBDESC:PERMITFLAG value: ('Halfway House', 'NYYN'),  mean time (days): 15.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'NNYN'),  mean time (days): 51.5142857143,  stddev (days): 50.595509584, number of entries: 70
Key SUBDESC:PERMITFLAG value: ('Closed Public Parking Garage', 'YNNN'),  mean time (days): 64.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Restaurant', 'YNYY'),  mean time (days): 136.333333333,  stddev (days): 181.674684689, number of entries: 42
Key SUBDESC:PERMITFLAG value: ('Industrial Plant', 'YYYY'),  mean time (days): 274.529411765,  stddev (days): 168.761709833, number of entries: 17
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'NNYN'),  mean time (days): 30.1428571429,  stddev (days): 58.2649939827, number of entries: 7
Key SUBDESC:PERMITFLAG value: ('Recreation Building', 'NNYN'),  mean time (days): 42.0,  stddev (days): 39.9499687109, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('R & D Lab', 'YYYN'),  mean time (days): 113.5,  stddev (days): 83.9982993025, number of entries: 8
Key SUBDESC:PERMITFLAG value: ('SRO/Fraternity/Shelter', 'NYNY'),  mean time (days): 96.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Convalescent/Residential Care', 'YYNN'),  mean time (days): 141.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Hazardous Use', 'NNYN'),  mean time (days): 21.0,  stddev (days): 23.3023603955, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Bowling Alley', 'YNNN'),  mean time (days): 75.3333333333,  stddev (days): 84.8783443131, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('Single Dwelling Unit', 'YYNY'),  mean time (days): 128.75,  stddev (days): 97.3868807666, number of entries: 12
Key SUBDESC:PERMITFLAG value: ('Manufacturing', 'NNYY'),  mean time (days): 74.9444444444,  stddev (days): 71.9775064719, number of entries: 18
Key SUBDESC:PERMITFLAG value: ('Multiple Use', 'NNYY'),  mean time (days): 93.0,  stddev (days): nan, number of entries: 1
Key SUBDESC:PERMITFLAG value: ('Code Enforcement', 'NNNN'),  mean time (days): 521.333333333,  stddev (days): 567.895530299, number of entries: 3
Key SUBDESC:PERMITFLAG value: ('School/Daycare', 'NYNN'),  mean time (days): 161.277777778,  stddev (days): 161.386494568, number of entries: 54
